datetime,line,station,day_of_week,hour,minute,weather,temperature,passenger_load,is_maintenance,delay_minutes,is_delayed
2023-01-01 09:47:00,B,Tåsinge Plads,6,9,47,Clear,-3.0,0.87,0,7,1
2023-01-01 15:05:00,C,Virum,6,15,5,Snowy,1.9,0.17,0,7,1
2023-01-01 22:25:00,A,Rådhuspladsen,6,22,25,Rainy,5.7,0.23,0,3,1
2023-01-01 08:17:00,Bx,Lyngby,6,8,17,Clear,4.0,0.83,0,7,1
2023-01-01 15:46:00,H,Nørreport,6,15,46,Snowy,3.0,0.18,0,6,1
2023-01-01 19:00:00,H,Hovedbanegården,6,19,0,Snowy,4.6,0.77,0,17,1
2023-01-01 07:14:00,B,Tåsinge Plads,6,7,14,Rainy,7.0,0.6,0,8,1
2023-01-01 19:34:00,E,Nørreport,6,19,34,Foggy,4.6,0.92,0,8,1
2023-01-01 09:57:00,Bx,Hovedbanegården,6,9,57,Rainy,-2.8,0.84,0,6,1
2023-01-01 20:51:00,E,Nørrebro,6,20,51,Snowy,7.2,0.36,0,8,1
2023-01-01 15:04:00,B,Nørreport,6,15,4,Snowy,2.0,0.34,0,8,1
2023-01-01 09:56:00,F,Køge,6,9,56,Rainy,1.6,0.71,0,8,1
2023-01-01 08:43:00,Bx,Vigerslev Allé,6,8,43,Clear,-1.2,0.89,0,2,1
2023-01-01 18:59:00,C,Enghave Plads,6,18,59,Clear,3.5,0.81,0,8,1
2023-01-01 22:11:00,Bx,Isafold,6,22,11,Cloudy,0.8,0.18,0,0,0
2023-01-01 15:06:00,F,Hellerup,6,15,6,Rainy,1.6,0.15,0,5,1
2023-01-01 15:02:00,F,Holmegaard,6,15,2,Snowy,4.3,0.44,0,9,1
2023-01-01 16:52:00,Bx,Lyngby,6,16,52,Clear,-4.4,0.78,0,5,1
2023-01-01 09:00:00,F,Tåsinge Plads,6,9,0,Rainy,0.4,0.55,0,10,1
2023-01-01 10:13:00,F,Borup,6,10,13,Rainy,4.6,0.3,0,20,1
2023-01-01 08:09:00,Bx,Holte,6,8,9,Rainy,0.8,0.65,0,12,1
2023-01-01 12:11:00,A,Tåsinge Plads,6,12,11,Snowy,-2.5,0.3,0,9,1
2023-01-01 16:49:00,A,Nørreport,6,16,49,Rainy,0.1,0.69,0,4,1
2023-01-01 08:19:00,F,Nørreport,6,8,19,Snowy,2.0,0.77,0,12,1
2023-01-01 18:52:00,E,Vigerslev Allé,6,18,52,Rainy,2.8,0.89,0,33,1
2023-01-01 20:12:00,B,Ordrup,6,20,12,Clear,1.7,0.48,0,0,0
2023-01-01 21:31:00,E,Vanløse,6,21,31,Snowy,4.9,0.24,0,8,1
2023-01-01 13:48:00,A,Rådhuspladsen,6,13,48,Clear,-3.2,0.15,0,1,0
2023-01-01 07:44:00,F,Gevninge,6,7,44,Clear,9.2,0.8,0,6,1
2023-01-01 18:07:00,H,Vigerslev Allé,6,18,7,Snowy,-6.6,0.92,0,13,1
2023-01-01 20:33:00,C,Hovedbanegården,6,20,33,Clear,3.8,0.41,0,0,0
2023-01-01 07:25:00,C,Valby,6,7,25,Snowy,-1.6,0.96,0,12,1
2023-01-01 12:00:00,Bx,Vesterbro,6,12,0,Rainy,-2.7,0.12,0,2,1
2023-01-01 07:15:00,Bx,Lyngby,6,7,15,Snowy,0.7,0.91,0,13,1
2023-01-01 05:08:00,E,Taastrup,6,5,8,Snowy,-2.0,0.18,0,8,1
2023-01-01 16:53:00,B,Charlottenlund,6,16,53,Rainy,9.1,0.8,0,8,1
2023-01-01 13:08:00,A,Valby,6,13,8,Snowy,0.4,0.39,0,8,1
2023-01-01 12:12:00,H,Klampenborg,6,12,12,Clear,1.4,0.52,0,0,0
2023-01-01 23:45:00,Bx,Valby,6,23,45,Snowy,4.0,0.4,0,6,1
2023-01-01 08:25:00,Bx,Lyngby,6,8,25,Snowy,-1.7,0.88,0,13,1
2023-01-01 11:53:00,A,Nørrebro,6,11,53,Snowy,-2.8,0.34,0,35,1
2023-01-01 19:19:00,Bx,Hovedbanegården,6,19,19,Snowy,-1.2,0.53,0,14,1
2023-01-01 12:00:00,C,Hellerup,6,12,0,Snowy,-2.4,0.45,0,7,1
2023-01-01 10:17:00,E,Isafold,6,10,17,Rainy,-1.0,0.24,0,3,1
2023-01-01 09:45:00,F,Isafold,6,9,45,Snowy,4.7,0.84,0,11,1
2023-01-01 09:08:00,A,Vigerslev Allé,6,9,8,Rainy,-0.2,0.96,0,10,1
2023-01-01 05:55:00,F,Borup,6,5,55,Clear,3.6,0.11,0,0,0
2023-01-01 05:10:00,B,Helsinge,6,5,10,Clear,-0.8,0.4,0,0,0
2023-01-01 19:11:00,E,Hovedbanegården,6,19,11,Rainy,1.6,0.79,0,11,1
2023-01-01 17:16:00,F,Isafold,6,17,16,Snowy,2.8,0.77,0,13,1
2023-01-01 08:00:00,B,Hellerup,6,8,0,Snowy,0.5,0.92,0,14,1
2023-01-01 14:39:00,H,Tåsinge Plads,6,14,39,Clear,3.3,0.44,0,0,0
2023-01-01 16:27:00,C,Hundige,6,16,27,Snowy,1.1,0.87,0,16,1
2023-01-01 21:29:00,A,Rådhuspladsen,6,21,29,Snowy,-1.8,0.13,0,4,1
2023-01-01 21:08:00,C,Klampenborg,6,21,8,Foggy,3.1,0.18,0,0,0
2023-01-01 23:34:00,A,Enghave Plads,6,23,34,Snowy,3.1,0.3,0,5,1
2023-01-01 12:17:00,F,Holmegaard,6,12,17,Clear,-2.1,0.17,0,0,0
2023-01-01 06:55:00,C,Valby,6,6,55,Snowy,-2.9,0.13,0,5,1
2023-01-01 11:58:00,Bx,Valby,6,11,58,Snowy,-0.7,0.27,0,9,1
2023-01-01 22:24:00,A,Valby,6,22,24,Snowy,4.1,0.22,0,6,1
2023-01-01 14:39:00,E,Tåsinge Plads,6,14,39,Clear,1.4,0.51,0,0,0
2023-01-01 23:42:00,H,Isafold,6,23,42,Snowy,6.9,0.09,0,5,1
2023-01-01 05:06:00,A,Nørreport,6,5,6,Cloudy,5.9,0.22,0,0,0
2023-01-01 19:48:00,Bx,Hillerød,6,19,48,Rainy,3.5,0.81,0,9,1
2023-01-01 14:16:00,F,Skovshoved,6,14,16,Rainy,2.4,0.14,0,0,0
2023-01-01 10:14:00,F,Køge,6,10,14,Clear,1.8,0.11,0,2,1
2023-01-01 18:06:00,E,Nørreport,6,18,6,Rainy,4.4,0.81,0,6,1
2023-01-01 05:25:00,H,Enghave Plads,6,5,25,Rainy,-2.0,0.16,0,1,0
2023-01-01 10:50:00,A,Tåsinge Plads,6,10,50,Clear,6.2,0.4,0,0,0
2023-01-01 06:22:00,F,Borup,6,6,22,Snowy,-1.8,0.22,0,9,1
2023-01-01 22:46:00,C,Valby,6,22,46,Clear,-3.2,0.58,0,3,1
2023-01-01 17:20:00,C,Virum,6,17,20,Clear,-1.9,0.46,0,24,1
2023-01-01 14:12:00,A,Nørrebro,6,14,12,Snowy,-0.2,0.64,0,8,1
2023-01-01 20:21:00,B,Vesterbro,6,20,21,Rainy,-2.6,0.74,0,2,1
2023-01-01 21:07:00,C,Værløse,6,21,7,Clear,6.1,0.06,0,1,0
2023-01-01 15:45:00,B,Skovshoved,6,15,45,Rainy,4.9,0.25,0,3,1
2023-01-01 09:25:00,C,Hovedbanegården,6,9,25,Snowy,5.2,0.8,0,11,1
2023-01-01 14:28:00,H,Dybbølsbro,6,14,28,Snowy,3.7,0.3,0,7,1
2023-01-01 20:39:00,H,Nørreport,6,20,39,Cloudy,4.8,0.16,0,0,0
2023-01-01 19:56:00,C,Hundige,6,19,56,Snowy,1.4,0.8,0,14,1
2023-01-01 16:53:00,H,Vesterbro,6,16,53,Snowy,0.2,0.59,0,8,1
2023-01-01 09:13:00,H,Isafold,6,9,13,Rainy,-0.3,0.85,0,8,1
2023-01-01 10:44:00,E,Albertslund,6,10,44,Snowy,1.6,0.26,0,9,1
2023-01-01 14:04:00,B,Skovshoved,6,14,4,Foggy,-1.6,0.34,0,1,0
2023-01-01 10:11:00,F,Hellerup,6,10,11,Snowy,7.5,0.22,0,7,1
2023-01-01 09:10:00,F,Holmegaard,6,9,10,Snowy,-2.0,0.89,0,10,1
2023-01-01 12:46:00,C,Gentofte,6,12,46,Rainy,5.0,0.43,0,1,0
2023-01-01 15:30:00,F,Holmegaard,6,15,30,Cloudy,1.0,0.36,0,1,0
2023-01-01 23:47:00,C,Klampenborg,6,23,47,Snowy,3.7,0.15,0,5,1
2023-01-01 12:01:00,C,Hundige,6,12,1,Snowy,0.0,0.36,0,8,1
2023-01-01 07:41:00,Bx,Nørreport,6,7,41,Rainy,2.5,0.96,0,9,1
2023-01-01 16:02:00,C,Værløse,6,16,2,Snowy,1.6,0.72,0,10,1
2023-01-01 19:16:00,F,Hovedbanegården,6,19,16,Snowy,1.7,0.72,0,13,1
2023-01-01 16:34:00,F,Nørreport,6,16,34,Snowy,4.3,0.84,0,14,1
2023-01-01 19:07:00,F,Tåsinge Plads,6,19,7,Snowy,7.9,0.87,0,15,1
2023-01-01 05:44:00,A,Rødovre,6,5,44,Rainy,2.1,0.32,0,0,0
2023-01-01 21:19:00,E,Taastrup,6,21,19,Snowy,4.6,0.23,0,6,1
2023-01-01 10:02:00,Bx,Hovedbanegården,6,10,2,Clear,2.6,0.31,0,0,0
2023-01-01 16:54:00,E,Enghave Plads,6,16,54,Snowy,1.0,0.64,0,14,1
2023-01-01 18:13:00,A,Rødovre,6,18,13,Foggy,3.1,0.79,0,8,1
2023-01-01 11:50:00,B,Holte,6,11,50,Rainy,3.1,0.09,0,1,0
2023-01-01 21:31:00,A,Valby,6,21,31,Snowy,5.2,0.48,0,8,1
2023-01-01 11:16:00,A,Skovlunde,6,11,16,Snowy,0.2,0.07,0,6,1
2023-01-01 09:55:00,E,Rødovre,6,9,55,Clear,0.1,0.79,0,5,1
2023-01-01 17:39:00,Bx,Vigerslev Allé,6,17,39,Snowy,0.6,0.66,0,15,1
2023-01-01 05:19:00,F,Hovedbanegården,6,5,19,Snowy,0.7,0.13,0,3,1
2023-01-01 13:41:00,C,Hellerup,6,13,41,Snowy,-2.4,0.6,0,8,1
2023-01-01 16:07:00,C,Hovedbanegården,6,16,7,Clear,1.9,0.86,0,6,1
2023-01-01 12:09:00,F,Skovshoved,6,12,9,Clear,2.4,0.3,0,1,0
2023-01-01 22:47:00,A,Tåsinge Plads,6,22,47,Clear,0.0,0.31,0,0,0
2023-01-01 13:24:00,H,Tåsinge Plads,6,13,24,Clear,1.4,0.03,0,0,0
2023-01-01 21:29:00,H,Vigerslev Allé,6,21,29,Snowy,2.5,0.38,0,7,1
2023-01-01 16:06:00,H,Tåsinge Plads,6,16,6,Snowy,8.3,0.88,0,11,1
2023-01-01 21:24:00,H,Klampenborg,6,21,24,Clear,2.9,0.31,0,0,0
2023-01-01 18:50:00,F,Holmegaard,6,18,50,Cloudy,0.9,0.63,0,2,1
2023-01-01 22:15:00,F,Hellerup,6,22,15,Clear,4.8,0.17,0,0,0
2023-01-02 15:18:00,F,Isafold,0,15,18,Windy,-1.1,0.39,0,4,1
2023-01-02 21:31:00,C,Hundige,0,21,31,Clear,-0.1,0.27,0,3,1
2023-01-02 19:32:00,C,Nørreport,0,19,32,Clear,-2.4,0.85,0,12,1
2023-01-02 17:46:00,B,Birkerød,0,17,46,Rainy,-2.6,0.78,0,13,1
2023-01-02 23:32:00,C,Hellerup,0,23,32,Rainy,2.7,0.7,0,3,1
2023-01-02 15:49:00,A,Nørreport,0,15,49,Rainy,4.9,0.25,0,2,1
2023-01-02 21:32:00,F,Nørreport,0,21,32,Snowy,0.4,0.04,0,7,1
2023-01-02 21:45:00,E,Enghave Plads,0,21,45,Rainy,-1.7,0.13,0,4,1
2023-01-02 23:36:00,H,Vesterbro,0,23,36,Clear,-0.3,0.1,0,0,0
2023-01-02 05:14:00,C,Farum,0,5,14,Rainy,-5.6,0.37,0,2,1
2023-01-02 09:16:00,H,Klampenborg,0,9,16,Snowy,3.9,0.74,0,32,1
2023-01-02 18:16:00,E,Taastrup,0,18,16,Clear,-0.0,0.46,0,7,1
2023-01-02 10:53:00,Bx,Isafold,0,10,53,Rainy,3.8,0.59,0,5,1
2023-01-02 05:56:00,E,Nørrebro,0,5,56,Clear,3.2,0.57,0,1,0
2023-01-02 17:57:00,F,Hovedbanegården,0,17,57,Rainy,5.4,0.78,0,9,1
2023-01-02 15:35:00,Bx,Vesterbro,0,15,35,Rainy,4.1,0.21,0,4,1
2023-01-02 12:13:00,H,Vesterbro,0,12,13,Clear,3.1,0.4,0,1,0
2023-01-02 23:48:00,F,Nørreport,0,23,48,Rainy,3.5,0.17,0,3,1
2023-01-02 07:45:00,F,Borup,0,7,45,Snowy,3.0,0.69,0,14,1
2023-01-02 15:20:00,H,Vesterbro,0,15,20,Cloudy,2.9,0.49,0,1,0
2023-01-02 19:34:00,C,Isafold,0,19,34,Rainy,-0.6,0.65,0,6,1
2023-01-02 18:11:00,A,Glostrup,0,18,11,Clear,1.6,0.74,0,7,1
2023-01-02 16:29:00,A,Ballerup,0,16,29,Rainy,6.6,0.67,0,8,1
2023-01-02 17:31:00,F,Valby,0,17,31,Snowy,5.2,0.74,0,13,1
2023-01-02 05:44:00,Bx,Hillerød,0,5,44,Snowy,-1.5,0.11,0,5,1
2023-01-02 10:45:00,A,Tåsinge Plads,0,10,45,Snowy,4.2,0.42,0,11,1
2023-01-02 06:17:00,A,Skovlunde,0,6,17,Rainy,8.8,0.06,0,3,1
2023-01-02 11:57:00,A,Dybbølsbro,0,11,57,Snowy,5.9,0.4,0,10,1
2023-01-02 09:58:00,A,Isafold,0,9,58,Clear,1.8,0.75,0,10,1
2023-01-02 12:33:00,H,Vigerslev Allé,0,12,33,Clear,2.2,0.24,0,3,1
2023-01-02 05:17:00,A,Glostrup,0,5,17,Clear,4.9,0.3,0,1,0
2023-01-02 22:56:00,F,Nørreport,0,22,56,Snowy,-4.3,0.67,0,11,1
2023-01-02 13:40:00,Bx,Hovedbanegården,0,13,40,Snowy,1.0,0.32,0,8,1
2023-01-02 16:54:00,F,Hovedbanegården,0,16,54,Snowy,0.1,0.68,0,17,1
2023-01-02 18:49:00,H,Nørreport,0,18,49,Clear,0.8,0.74,0,10,1
2023-01-02 07:43:00,Bx,Nørreport,0,7,43,Clear,-1.6,0.73,0,6,1
2023-01-02 09:57:00,A,Ballerup,0,9,57,Clear,1.8,0.86,0,8,1
2023-01-02 23:25:00,H,Klampenborg,0,23,25,Rainy,2.4,0.35,0,2,1
2023-01-02 18:59:00,A,Herlev,0,18,59,Snowy,4.5,0.65,0,18,1
2023-01-02 12:00:00,E,Husum,0,12,0,Snowy,4.7,0.32,0,9,1
2023-01-02 17:28:00,A,Ballerup,0,17,28,Snowy,9.3,0.75,0,11,1
2023-01-02 11:06:00,E,Albertslund,0,11,6,Snowy,1.3,0.5,0,9,1
2023-01-02 13:57:00,B,Birkerød,0,13,57,Clear,4.7,0.41,0,2,1
2023-01-02 05:10:00,B,Helsinge,0,5,10,Snowy,4.3,0.21,0,8,1
2023-01-02 07:08:00,C,Farum,0,7,8,Rainy,3.8,0.82,0,32,1
2023-01-02 05:23:00,E,Vanløse,0,5,23,Rainy,2.7,0.53,0,3,1
2023-01-02 18:37:00,B,Vesterbro,0,18,37,Rainy,-1.1,0.66,0,9,1
2023-01-02 23:43:00,Bx,Vesterbro,0,23,43,Snowy,2.0,0.07,0,9,1
2023-01-02 08:36:00,B,Vesterbro,0,8,36,Cloudy,-0.0,0.6,0,9,1
2023-01-02 20:08:00,E,Enghave Plads,0,20,8,Cloudy,-0.3,0.15,0,3,1
2023-01-02 18:30:00,Bx,Vesterbro,0,18,30,Snowy,-0.9,0.83,0,18,1
2023-01-02 14:45:00,E,Køge,0,14,45,Rainy,1.7,0.1,0,4,1
2023-01-02 14:02:00,E,Hovedbanegården,0,14,2,Cloudy,1.1,0.09,0,0,0
2023-01-02 18:33:00,F,Hellerup,0,18,33,Rainy,1.4,0.46,0,9,1
2023-01-02 14:18:00,C,Nørreport,0,14,18,Clear,1.3,0.14,0,1,0
2023-01-02 07:07:00,F,Isafold,0,7,7,Clear,7.1,1.0,0,5,1
2023-01-02 15:44:00,C,Hundige,0,15,44,Snowy,-0.0,0.36,0,9,1
2023-01-02 10:30:00,H,Nørreport,0,10,30,Snowy,0.1,0.55,0,10,1
2023-01-02 17:15:00,H,Isafold,0,17,15,Clear,3.0,0.93,0,9,1
2023-01-02 16:33:00,H,Klampenborg,0,16,33,Snowy,2.8,0.58,0,11,1
2023-01-02 22:56:00,Bx,Vigerslev Allé,0,22,56,Clear,1.9,0.19,0,0,0
2023-01-02 05:00:00,E,Husum,0,5,0,Snowy,-1.7,0.54,0,7,1
2023-01-02 19:40:00,F,Isafold,0,19,40,Rainy,5.2,0.75,0,6,1
2023-01-02 23:07:00,F,Køge,0,23,7,Rainy,2.0,0.35,0,3,1
2023-01-02 18:19:00,H,Vesterbro,0,18,19,Clear,2.5,0.85,0,21,1
2023-01-02 18:02:00,A,Nørrebro,0,18,2,Snowy,0.9,0.77,0,17,1
2023-01-02 13:57:00,F,Køge,0,13,57,Clear,6.1,0.2,0,1,0
2023-01-02 15:58:00,E,Rødovre,0,15,58,Snowy,-1.5,0.47,0,9,1
2023-01-02 17:38:00,B,Holte,0,17,38,Snowy,4.0,0.76,0,14,1
2023-01-02 08:42:00,F,Nørreport,0,8,42,Clear,4.7,0.97,0,6,1
2023-01-02 23:54:00,E,Isafold,0,23,54,Snowy,-0.1,0.29,0,8,1
2023-01-02 18:34:00,C,Hovedbanegården,0,18,34,Snowy,1.8,0.53,0,17,1
2023-01-02 23:24:00,E,Rødovre,0,23,24,Snowy,3.7,0.43,0,6,1
2023-01-02 23:35:00,B,Vesterbro,0,23,35,Cloudy,2.2,0.21,0,0,0
2023-01-02 22:20:00,A,Valby,0,22,20,Clear,1.4,0.76,0,3,1
2023-01-02 18:57:00,A,Valby,0,18,57,Snowy,-4.2,0.76,0,15,1
2023-01-02 11:29:00,F,Valby,0,11,29,Rainy,3.6,0.4,0,4,1
2023-01-02 11:43:00,A,Nørrebro,0,11,43,Snowy,4.1,0.07,0,8,1
2023-01-02 13:44:00,A,Nørrebro,0,13,44,Rainy,-2.7,0.04,0,22,1
2023-01-02 19:02:00,Bx,Vigerslev Allé,0,19,2,Clear,4.7,0.63,0,8,1
2023-01-02 12:14:00,B,Birkerød,0,12,14,Rainy,3.6,0.34,0,5,1
2023-01-02 08:10:00,B,Klampenborg,0,8,10,Rainy,5.9,0.83,0,9,1
2023-01-02 07:41:00,H,Klampenborg,0,7,41,Snowy,4.8,0.88,0,17,1
2023-01-02 09:53:00,E,Tåsinge Plads,0,9,53,Rainy,-0.8,0.62,0,4,1
2023-01-02 20:25:00,E,Vanløse,0,20,25,Snowy,5.5,0.13,0,8,1
2023-01-02 07:46:00,H,Vesterbro,0,7,46,Rainy,2.6,0.81,0,10,1
2023-01-02 17:15:00,F,Nørreport,0,17,15,Clear,5.7,0.86,0,7,1
2023-01-02 20:58:00,Bx,Vigerslev Allé,0,20,58,Snowy,-0.7,0.23,0,9,1
2023-01-02 16:22:00,Bx,Holte,0,16,22,Foggy,1.6,0.86,0,11,1
2023-01-02 10:19:00,Bx,Isafold,0,10,19,Snowy,0.8,0.18,0,10,1
2023-01-02 05:10:00,C,Klampenborg,0,5,10,Rainy,5.8,0.0,0,2,1
2023-01-02 20:00:00,H,Klampenborg,0,20,0,Snowy,1.2,0.1,0,11,1
2023-01-02 05:05:00,A,Rødovre,0,5,5,Rainy,7.8,0.29,0,1,0
2023-01-02 17:20:00,A,Dybbølsbro,0,17,20,Rainy,-0.2,0.84,0,15,1
2023-01-02 12:49:00,F,Skovshoved,0,12,49,Snowy,3.4,0.24,0,10,1
2023-01-02 22:18:00,Bx,Skovshoved,0,22,18,Snowy,0.4,0.3,0,9,1
2023-01-02 23:33:00,Bx,Hovedbanegården,0,23,33,Snowy,-1.6,0.16,0,9,1
2023-01-02 14:55:00,B,Tåsinge Plads,0,14,55,Clear,3.1,0.03,0,1,0
2023-01-02 13:34:00,H,Hovedbanegården,0,13,34,Rainy,3.3,0.18,0,2,1
2023-01-02 20:44:00,H,Dybbølsbro,0,20,44,Snowy,7.0,0.33,0,9,1
2023-01-02 19:42:00,E,Albertslund,0,19,42,Rainy,4.0,0.55,0,9,1
2023-01-02 23:16:00,B,Vesterbro,0,23,16,Rainy,2.9,0.02,0,2,1
2023-01-02 23:16:00,H,Dybbølsbro,0,23,16,Clear,0.1,0.66,0,1,0
2023-01-02 22:17:00,H,Hovedbanegården,0,22,17,Cloudy,1.3,0.12,0,3,1
2023-01-02 18:42:00,B,Hellerup,0,18,42,Clear,-0.6,0.84,0,8,1
2023-01-02 19:31:00,H,Tåsinge Plads,0,19,31,Snowy,6.9,0.93,0,18,1
2023-01-02 11:58:00,A,Dybbølsbro,0,11,58,Rainy,1.6,0.35,0,6,1
2023-01-02 21:13:00,Bx,Vesterbro,0,21,13,Rainy,4.4,0.08,0,2,1
2023-01-02 19:21:00,A,Glostrup,0,19,21,Rainy,6.9,0.76,0,3,1
2023-01-02 22:36:00,Bx,Holte,0,22,36,Rainy,4.4,0.22,0,3,1
2023-01-02 12:13:00,E,Vigerslev Allé,0,12,13,Cloudy,3.1,0.32,0,1,0
2023-01-02 07:49:00,F,Køge,0,7,49,Snowy,2.5,0.88,0,14,1
2023-01-02 05:46:00,B,Holte,0,5,46,Rainy,-0.4,0.1,0,0,0
2023-01-02 15:23:00,B,Vesterbro,0,15,23,Foggy,1.8,0.08,0,4,1
2023-01-02 11:20:00,Bx,Nørreport,0,11,20,Rainy,1.3,0.31,0,4,1
2023-01-02 23:56:00,H,Hovedbanegården,0,23,56,Clear,0.4,0.21,0,1,0
2023-01-02 22:32:00,B,Charlottenlund,0,22,32,Cloudy,3.3,0.4,0,3,1
2023-01-02 16:01:00,B,Klampenborg,0,16,1,Foggy,-0.7,0.88,0,10,1
2023-01-02 11:22:00,E,Enghave Plads,0,11,22,Snowy,2.0,0.69,0,12,1
2023-01-02 17:59:00,Bx,Vesterbro,0,17,59,Snowy,-4.2,0.83,0,17,1
2023-01-02 16:02:00,A,Vigerslev Allé,0,16,2,Snowy,0.7,0.75,0,34,1
2023-01-02 15:06:00,A,Vanløse,0,15,6,Rainy,1.5,0.06,0,5,1
2023-01-02 19:25:00,B,Birkerød,0,19,25,Rainy,-1.0,0.41,0,9,1
2023-01-02 16:59:00,F,Gevninge,0,16,59,Snowy,2.6,0.6,0,10,1
2023-01-02 05:32:00,Bx,Isafold,0,5,32,Clear,1.0,0.17,0,0,0
2023-01-02 05:20:00,E,Rødovre,0,5,20,Snowy,-1.0,0.54,0,7,1
2023-01-02 11:53:00,C,Klampenborg,0,11,53,Snowy,0.6,0.25,0,8,1
2023-01-02 18:08:00,E,Hovedbanegården,0,18,8,Clear,-1.3,0.87,0,5,1
2023-01-02 23:31:00,B,Hellerup,0,23,31,Snowy,3.3,0.7,0,10,1
2023-01-02 18:36:00,Bx,Holte,0,18,36,Snowy,2.9,0.8,0,16,1
2023-01-02 10:00:00,A,Vanløse,0,10,0,Rainy,3.4,0.15,0,27,1
2023-01-02 18:44:00,F,Valby,0,18,44,Snowy,4.3,0.8,0,15,1
2023-01-02 18:04:00,F,Tåsinge Plads,0,18,4,Cloudy,1.9,0.66,0,7,1
2023-01-02 20:22:00,F,Køge,0,20,22,Rainy,2.4,0.1,0,4,1
2023-01-02 16:37:00,F,Borup,0,16,37,Rainy,1.9,0.83,0,9,1
2023-01-02 11:36:00,E,Nørrebro,0,11,36,Rainy,-4.0,0.13,0,2,1
2023-01-02 12:47:00,B,Skovshoved,0,12,47,Snowy,3.6,0.15,0,32,1
2023-01-02 14:23:00,C,Værløse,0,14,23,Snowy,0.2,0.57,0,10,1
2023-01-02 14:27:00,H,Enghave Plads,0,14,27,Snowy,3.6,0.14,0,8,1
2023-01-02 05:10:00,C,Isafold,0,5,10,Clear,5.9,0.24,0,0,0
2023-01-02 05:41:00,A,Hovedbanegården,0,5,41,Rainy,-2.4,0.46,0,2,1
2023-01-02 06:42:00,A,Glostrup,0,6,42,Rainy,3.7,0.45,0,3,1
2023-01-02 19:29:00,E,Hovedbanegården,0,19,29,Rainy,2.1,0.75,0,11,1
2023-01-02 07:24:00,A,Åboulevarden,0,7,24,Snowy,-0.1,0.56,0,13,1
2023-01-02 19:21:00,F,Nørreport,0,19,21,Snowy,-6.9,0.8,0,16,1
